id	term	count
23663	fragile watermark	2
23664	robust watermark	2
23665	geometric attack	2
23666	IoT communication	2
23667	energy limitation	2
23668	widely distributed	2
23669	DNN inference	2
23670	rate adaption	2
23671	long-term constraint	2
23672	first transform	2
23673	deep RL	2
23674	space by	2
23675	a DRL	2
23676	DRL model	2
23677	device state	2
23678	computation capability	2
23679	offline training	2
23680	batch size	2
23681	proposed DRL	2
23682	competitive performance	2
23683	IoT task	2
23684	MPA is	2
23685	standard MPA	2
23686	PEC is	2
23687	use blockchain	2
23688	sharing framework	2
23689	digital space	2
23690	and enables	2
23691	increasing concern	2
23692	improved efficiency	2
23693	reduced cost	2
23694	of VCTS	2
23695	RL to	2
23696	adaptively obtain	2
23697	focus of	2
23698	a semi-markov	2
23699	semi-markov decision	2
23700	moving background	2
23701	device of	2
23702	secured communication	2
23703	e sybil	2
23704	pABC algorithm	2
23705	random mobile	2
23706	of off-road	2
23707	economic and	2
23708	and user-friendly	2
23709	AI technology	2
23710	HM D	2
23711	D of	2
23712	intelligent distribution	2
23713	of fap	2
23714	fap in	2
23715	efficiency reduce	2
23716	RV s	2
23717	s speed	2
23718	IQPSO is	2
23719	CPS application	2
23720	computing assisted	2
23721	assisted CPS	2
23722	direction on	2
23723	safety rule	2
23724	of safety-critical	2
23725	safety-critical system	2
23726	safety standard	2
23727	describes a	2
23728	metric a	2
23729	providing high-quality	2
23730	high-quality service	2
23731	i i	2
23732	non-i i	2
23733	real application	2
23734	model especially	2
23735	in privacy	2
23736	attribution extraction	2
23737	query log	2
23738	context distribution	2
23739	of evidence	2
23740	extreme weather	2
23741	weather event	2
23742	current line	2
23743	line due	2
23744	hurricane damage	2
23745	certain request	2
23746	encapsulated a	2
23747	extra cost	2
23748	embedded device	2
23749	device within	2
23750	cluster in	2
23751	and WPT	2
23752	training network	2
23753	trustworthiness and	2
23754	high-quality model	2
23755	model poisoning	2
23756	device reputation	2
23757	us blockchain	2
23758	model contribution	2
23759	and statistical	2
23760	IIoT dataset	2
23761	IIoT enables	2
23762	enables IIoT	2
23763	commonly use	2
23764	near-optimal performance	2
23765	selecting reliable	2
23766	unknown node	2
23767	is drifted	2
23768	three indicator	2
23769	describing position	2
23770	reliability evaluation	2
23771	algorithm respectively	2
23772	technology offer	2
23773	average 2005-2012	2
23774	diagnostic personnel	2
23775	gath geva	2
23776	adopt different	2
23777	optimal clustering	2
23778	without knowing	2
23779	no prior	2
23780	GPS signal	2
23781	navigation framework	2
23782	dishonest user	2
23783	user detection	2
23784	traditional scheme	2
23785	EHR based	2
23786	health record	2
23787	patient-centric design	2
23788	envisioned a	2
23789	static channel	2
23790	channel realization	2
23791	efficiently learn	2
23792	coastal distribution	2
23793	and post-disaster	2
23794	post-disaster operation	2
23795	MMMGs and	2
23796	and SCUC	2
23797	gas turbine	2
23798	turbine and	2
23799	subproblems based	2
23800	energy-efficient end-to-end	2
23801	protection mechanism	2
23802	rigorous security	2
23803	networking in	2
23804	network need	2
23805	reduced number	2
23806	based CPS	2
23807	UAVs based	2
23808	view a	2
23809	and facilitating	2
23810	scheme named	2
23811	making use	2
23812	empowered industrial	2
23813	aggregation is	2
23814	learning performance	2
23815	saving 2005-2012	2
23816	slice QoS	2
23817	on another	2
23818	different site	2
23819	HBS method	2
23820	enables flexible	2
23821	temperature parameter	2
23822	different method	2
23823	in deep	2
23824	terminal and	2
23825	fabrication cost	2
23826	design three	2
23827	traditional MIMO	2
23828	efficiency due	2
23829	low transmission	2
23830	AoI constraint	2
23831	AoI aware	2
23832	aware scheduling	2
23833	actor critic	2
23834	local actor	2
23835	effectively address	2
23836	technique aiming	2
23837	coded transmission	2
23838	secure DL	2
23839	DL operation	2
23840	industrial CPCSs	2
23841	of CIIoT	2
23842	CIIoT in	2
23843	of PU	2
23844	overlay mode	2
23845	CIIoT to	2
23846	NIR data	2
23847	spectral feature	2
23848	IoT framework	2
23849	of spectral	2
23850	multisegment feature	2
23851	fused feature	2
23852	IIoT framework	2
23853	data arrival	2
23854	statistic of	2
23855	bring more	2
23856	more severe	2
23857	forward higher	2
23858	still face	2
23859	in consensus	2
23860	behavior record	2
23861	raft consensus	2
23862	record stored	2
23863	stream data	2
23864	detect abnormal	2
23865	requires intelligent	2
23866	and reactive	2
23867	HOHDST data	2
23868	transmitted on	2
23869	on STF	2
23870	DP mechanism	2
23871	mechanism i	2
23872	general data	2
23873	meter based	2
23874	two-layer state	2
23875	technique design	2
23876	bus and	2
23877	soft-slicing scheme	2
23878	URLLC and	2
23879	URLLC service	2
23880	roadway closure	2
23881	fallen tree	2
23882	tree on	2
23883	on roadway	2
23884	different algorithm	2
23885	not rely	2
23886	via 5g	2
23887	IoV sensor	2
23888	of china	2
23889	diversified intelligent	2
23890	mobile IoT	2
23891	healthcare network	2
23892	healthcare security	2
23893	four-branch inception	2
23894	inception block	2
23895	width of	2
23896	data feature	2
23897	prediction precision	2
23898	to IoT	2
23899	psnr improvement	2
23900	db psnr	2
23901	a reconstructed	2
23902	uncertain high-impact	2
23903	high-impact event	2
23904	symbol in	2
23905	symbol emoticon	2
23906	of sentiment	2
23907	fraction prediction	2
23908	issue like	2
23909	integration is	2
23910	offer enhanced	2
23911	block mining	2
23912	intelligent wireless	2
23913	toward achieving	2
23914	considerably affect	2
23915	data point	2
23916	emerges a	2
23917	provisioning strategy	2
23918	beyond 5g	2
23919	datasets experimental	2
23920	server on	2
23921	UAV MEC	2
23922	UAV server	2
23923	secure calculation	2
23924	calculation capacity	2
23925	approximation and	2
23926	method proposed	2
23927	root cause	2
23928	quality-related and	2
23929	and quality-unrelated	2
23930	partial differential	2
23931	thereby making	2
23932	patient is	2
23933	and manages	2
23934	s health	2
23935	curve AUC	2
23936	IIoT technology	2
23937	IIoT forensics	2
23938	local representation	2
23939	big IIoT	2
23940	proposed deep-ifs	2
23941	master fog	2
23942	training parameter	2
23943	developed distributed	2
23944	in devastating	2
23945	promising in	2
23946	in defending	2
23947	adversarial example	2
23948	ha greatly	2
23949	CPS based	2
23950	multiple automatic	2
23951	vehicle logistics	2
23952	soft-error reliability	2
23953	on CPCS	2
23954	lifetime reliability	2
23955	failure by	2
23956	utility a	2
23957	third to	2
23958	visual scene	2
23959	scene graph	2
23960	graph generation	2
23961	next-generation wireless	2
23962	internet protocol	2
23963	ha played	2
23964	segment rerouting	2
23965	serious accident	2
23966	of rolling	2
23967	bearing a	2
23968	a rolling	2
23969	HI vector	2
23970	high and	2
23971	QoE and	2
23972	bring a	2
23973	human life	2
23974	life thus	2
23975	and CSs	2
23976	although several	2
23977	identity privacy-preservation	2
23978	and faulty	2
23979	cyberattack and	2
23980	development ha	2
23981	extensive data	2
23982	risk and	2
23983	privacy breach	2
23984	is imperative	2
23985	phase namely	2
23986	on-demand sensing	2
23987	node scheduling	2
23988	transmitter scheduling	2
23989	SpoVis provides	2
23990	traffic situation	2
23991	in trigger	2
23992	standard test	2
23993	health indicator	2
23994	common feature	2
23995	common score	2
23996	specific feature	2
23997	statistic is	2
23998	HRM process	2
23999	deepfm model	2
24000	labeled sample	2
24001	virtual simulator	2
24002	ha strong	2
24003	practicality 2005-2012	2
24004	convex and	2
24005	and nonconvex	2
24006	nonconvex data	2
24007	archetype to	2
24008	classic archetypal	2
24009	nonconvex datasets	2
24010	one-class classification	2
24011	analysis task	2
24012	parallel modeling	2
24013	multiple operating	2
24014	operating unit	2
24015	big process	2
24016	server architecture	2
24017	static dynamic	2
24018	dynamic block	2
24019	moreover due	2
24020	CCA is	2
24021	fault occurs	2
24022	monitoring statistic	2
24023	physical interpretation	2
24024	unscheduled downtime	2
24025	remotely monitor	2
24026	manufacturing plant-wide	2
24027	conventional centralized	2
24028	feature subset	2
24029	obtained feature	2
24030	and delivering	2
24031	security due	2
24032	DDoS mitigation	2
24033	defense method	2
24034	to isolate	2
24035	limited edge	2
24036	mitigate DDoS	2
24037	public benchmark	2
24038	life however	2
24039	and protection	2
24040	cost make	2
24041	intelligent IoT	2
24042	IIoTH system	2
24043	DSSE scheme	2
24044	PHR file	2
24045	file database	2
24046	value at	2
24047	location in	2
24048	constrained solution	2
24049	by representing	2
24050	is evident	2
24051	of cpes	2
24052	economic operation	2
24053	process time-sensitive	2
24054	gateway to	2
24055	target tracking	2
24056	DRL in	2
24057	edge IoT	2
24058	drltrack a	2
24059	DRL approach	2
24060	research hotspot	2
24061	open channel	2
24062	and realizing	2
24063	index matrix	2
24064	address interaction	2
24065	interaction relationship	2
24066	message is	2
24067	blockchain environment	2
24068	and ensures	2
24069	concern is	2
24070	AD detection	2
24071	addetector achieves	2
24072	architecture moreover	2
24073	of raw	2
24074	computing ecosystem	2
24075	protection regulation	2
24076	operation carried	2
24077	s personal	2
24078	leverage distributed	2
24079	extensive real-world	2
24080	real-world experiment	2
24081	actor and	2
24082	data need	2
24083	efficient privacy-preserving	2
24084	tiger dam	2
24085	power substation	2
24086	critical substation	2
24087	identified in	2
24088	flood scenario	2
24089	and repair	2
24090	repair time	2
24091	privacy-preserving cosine	2
24092	cosine similarity	2
24093	similarity computing	2
24094	without privacy	2
24095	model only	2
24096	fuzzy GBDT	2
24097	classification prediction	2
24098	bagging-fuzzy GBDT	2
24099	IDS is	2
24100	spoofing attack	2
24101	proposed IDS	2
24102	joint protection	2
24103	method according	2
24104	EH node	2
24105	system generate	2
24106	facility to	2
24107	to end-users	2
24108	privacy-preserving query	2
24109	query mechanism	2
24110	perform search	2
24111	query verification	2
24112	verification model	2
24113	nonlinear euler-lagrange	2
24114	euler-lagrange dynamic	2
24115	state tracking	2
24116	enhanced service	2
24117	and train	2
24118	without sharing	2
24119	IoT anomaly	2
24120	fostered by	2
24121	blockchain-empowered decentralized	2
24122	and prevents	2
24123	patient position	2
24124	health statistic	2
24125	research is	2
24126	emerging and	2
24127	three access	2
24128	in access	2
24129	reliable prediction	2
24130	related scheme	2
24131	execution efficiency	2
24132	to key	2
24133	without hardware	2
24134	code dissemination	2
24135	utcd framework	2
24136	CWV a	2
24137	trajectory optimization	2
24138	by privacy	2
24139	SAC method	2
24140	allocation process	2
24141	v2x communication	2
24142	energy infrastructure	2
24143	extremely low	2
24144	SCM dissemination	2
24145	scms to	2
24146	rate compared	2
24147	cybertwin is	2
24148	provide flexible	2
24149	NIB task	2
24150	task migration	2
24151	CIIoT learns	2
24152	learns to	2
24153	communication continuity	2
24154	busy channel	2
24155	tolerance of	2
24156	of guaranteeing	2
24157	aided intelligent	2
24158	UAV IoT	2
24159	IoT sensing	2
24160	disaster relief	2
24161	relief network	2
24162	emergency communication	2
24163	mental illness	2
24164	depression score	2
24165	alert to	2
24166	by predicting	2
24167	pumping station	2
24168	iEHO algorithm	2
24169	device remotely	2
24170	healthcare device	2
24171	of user-side	2
24172	of decentralized	2
24173	prevalent in	2
24174	factor matrix	2
24175	avoids privacy	2
24176	is accomplished	2
24177	server extensive	2
24178	rapid advancement	2
24179	efficient use	2
24180	recently some	2
24181	KCI and	2
24182	related attack	2
24183	authentication among	2
24184	among smart	2
24185	damage caused	2
24186	obfuscated malware	2
24187	extract static	2
24188	IoT malware	2
24189	of hymald	2
24190	hymald wa	2
24191	evaluated and	2
24192	mobile cooperative	2
24193	cooperative network	2
24194	outage probability	2
24195	dataset to	2
24196	SOP prediction	2
24197	belongs to	2
24198	lightweight CNN	2
24199	medical assistance	2
24200	of data-in-transit	2
24201	signature and	2
